accession	input_id	mass
O13546	O13546	12234
O13553	O13553	16673
O13555	O13555	14545
O13556	O13556	23494
O13557	O13557	20581
O13558	O13558	12013
O13560	O13560	10678
O13561	O13561	13710
O13562	O13562	14689
O13564	O13564	13132
O13565	O13565	20283
O13566	O13566	15773
O13567	O13567	11585
O13568	O13568	14931
O13569	O13569	18443
O13570	O13570	20919
O13571	O13571	12230
O13572	O13572	19322
O13573	O13573	12402
O13574	O13574	13562
O13575	O13575	13194
O13576	O13576	15101
O13578	O13578	12346
O13579	O13579	14155
O13582	O13582	13893
O13583	O13583	14206
O13586	O13586	11948
O13588	O13588	11336
O94085	O94085	20018
O94086	O94086	18497
P03881	P03881	56413
P0C0V2	P0C0V2	11411
P0C1V3	P0C1V3	7406
P0C1Z1	P0C1Z1	3534
P0C268	P0C268	6873
P0C269	P0C269	4642
P0C270	P0C270	3954
P0C272	P0C272	7021
P0C289	P0C289	6508
P0C5E0	P0C5E0	13746
P0C5E1	P0C5E1	14025
P0C5K9	P0C5K9	3401
P0C5L0	P0C5L0	5740
P0C5L1	P0C5L1	9173
P0C5L2	P0C5L2	10625
P0C5L3	P0C5L3	5603
P0C5L4	P0C5L4	6235
P0C5L5	P0C5L5	3109
P0C5L6	P0C5L6	9721
P0C5L7	P0C5L7	4450
P0C5L8	P0C5L8	5643
P0C5L9	P0C5L9	2930
P0C5M0	P0C5M0	5329
P0C5M1	P0C5M1	3689
P0C5M2	P0C5M2	10117
P0C5M3	P0C5M3	10572
P0C5M4	P0C5M4	9337
P0C5M5	P0C5M5	4317
P0C5M6	P0C5M6	7490
P0C5M7	P0C5M7	7510
P0C5M8	P0C5M8	3423
P0C5M9	P0C5M9	10051
P0C5N0	P0C5N0	7345
P0C5N1	P0C5N1	6603
P0C5N2	P0C5N2	4636
P0C5N3	P0C5N3	18103
P0C5N4	P0C5N4	3071
P0C5N5	P0C5N5	3915
P0C5N6	P0C5N6	6741
P0C5N7	P0C5N7	6772
P0C5N8	P0C5N8	6820
P0C5N9	P0C5N9	8426
P0C5P0	P0C5P0	10084
P0C5P1	P0C5P1	4051
P0C5P2	P0C5P2	3406
P0C5P3	P0C5P3	3344
P0C5P4	P0C5P4	5842
P0C5P5	P0C5P5	9186
P0C5P6	P0C5P6	3944
P0C5P7	P0C5P7	9718
P0C5P8	P0C5P8	3325
P0C5P9	P0C5P9	6254
P0C5Q0	P0C5Q0	5109
P0C5Q1	P0C5Q1	4681
P0C5Q2	P0C5Q2	3191
P0C5Q3	P0C5Q3	5704
P0C5Q4	P0C5Q4	8823
P0C5Q5	P0C5Q5	7016
P0C5Q6	P0C5Q6	8537
P0C5Q7	P0C5Q7	8278
P0C5Q8	P0C5Q8	6021
P0C5Q9	P0C5Q9	3813
P0C5R0	P0C5R0	4311
P0C5R1	P0C5R1	8600
P0C5R2	P0C5R2	9565
P0C5R3	P0C5R3	8506
P0C5R4	P0C5R4	5633
P0C5R5	P0C5R5	10096
P0C5R6	P0C5R6	6914
P0C5R7	P0C5R7	8063
P0C5R8	P0C5R8	7268
P0C5S0	P0C5S0	10161
P0C5S1	P0C5S1	3068
P0CE96	P0CE96	13138
P0CE97	P0CE97	13138
P0CE98	P0CE98	13138
P0CE99	P0CE99	8195
P0CF00	P0CF00	6145
P0CF16	P0CF16	33971
P0CF17	P0CF17	84602
P0CF33	P0CF33	11554
P0CI66	P0CI66	21145
P0CI67	P0CI67	21145
P0CL23	P0CL23	5420
P0CL24	P0CL24	5420
P0CL25	P0CL25	8646
P0CL26	P0CL26	8646
P0CL32	P0CL32	7517
P0CL33	P0CL33	7517
P0CX16	P0CX16	24171
P0CX17	P0CX17	24171
P0CX88	P0CX88	12860
P0CX89	P0CX89	12860
P0CX90	P0CX90	7610
P0CX91	P0CX91	7610
P0CX92	P0CX92	10917
P0CX93	P0CX93	10917
P0CX94	P0CX94	18602
P0CX95	P0CX95	18602
P0CX96	P0CX96	18602
P0CX97	P0CX97	18602
P0CX98	P0CX98	18602
P0CY00	P0CY00	18593
P0CY01	P0CY01	18593
P0CY02	P0CY02	4707
P0CY03	P0CY03	4707
P0CY04	P0CY04	4707
P0CY05	P0CY05	4707
P25347	P25347	12514
P25350	P25350	18291
P25352	P25352	16064
P25561	P25561	13559
P25562	P25562	19573
P25563	P25563	13531
P25571	P25571	19050
P25572	P25572	13360
P25575	P25575	12049
P25577	P25577	35652
P25593	P25593	30222
P25600	P25600	34507
P25601	P25601	16049
P25602	P25602	28249
P25603	P25603	15469
P25606	P25606	35257
P25614	P25614	22780
P25620	P25620	13176
P25629	P25629	15993
P25630	P25630	11717
P25640	P25640	15776
P25650	P25650	13503
P25652	P25652	19825
P25657	P25657	17960
P40543	P40543	21791
P38354	P38354	16811
P32475	P32475	13676
P32630	P32630	19335
P32772	P32772	25732
P32859	P32859	14909
P34215	P34215	12318
P34238	P34238	12288
P34245	P34245	15443
P34249	P34249	11423
P35725	P35725	19004
P35733	P35733	14704
P36030	P36030	13317
P36031	P36031	13119
P36042	P36042	21237
P36050	P36050	14171
P36058	P36058	19616
P36061	P36061	22674
P36065	P36065	14288
P36067	P36067	19761
P36071	P36071	15193
P36072	P36072	11761
P36073	P36073	15329
P36074	P36074	12944
P36079	P36079	23674
P36087	P36087	19828
P36089	P36089	16669
P36092	P36092	12448
P36098	P36098	15626
P36099	P36099	22956
P36109	P36109	14331
P36111	P36111	66584
P36127	P36127	12414
P36128	P36128	15668
P36133	P36133	19222
P36140	P36140	12332
P36153	P36153	11974
P37264	P37264	14351
P38161	P38161	11662
P38168	P38168	11250
P38171	P38171	11087
P38173	P38173	12079
P38178	P38178	16159
P38180	P38180	40767
P38183	P38183	16327
P38184	P38184	12087
P38185	P38185	11540
P38186	P38186	11547
P38188	P38188	13830
P38194	P38194	13850
P38201	P38201	42604
P38209	P38209	15301
P38214	P38214	16067
P38215	P38215	14482
P38220	P38220	12841
P38223	P38223	11485
P38233	P38233	13438
P38252	P38252	22094
P38258	P38258	14784
P38269	P38269	13219
P38275	P38275	15524
P38294	P38294	11457
P38296	P38296	14440
P38299	P38299	60643
P38303	P38303	11028
P38309	P38309	11838
P38311	P38311	12127
P38317	P38317	14787
P38321	P38321	101236
P38322	P38322	15803
P38327	P38327	12750
P38338	P38338	80426
P38350	P38350	14650
P38357	P38357	14420
P38362	P38362	18881
P38722	P38722	31505
P38729	P38729	17570
P38730	P38730	17554
P38733	P38733	15453
P38752	P38752	15382
P38775	P38775	62692
P38780	P38780	41061
P38799	P38799	63331
P38808	P38808	19025
P38831	P38831	11885
P38834	P38834	13397
P38864	P38864	12877
P38868	P38868	18139
P38898	P38898	17081
P38899	P38899	68851
P38900	P38900	70128
P39532	P39532	12942
P39534	P39534	12522
P39541	P39541	25439
P39545	P39545	5674
P39550	P39550	13288
P39559	P39559	11143
P39563	P39563	11139
P39564	P39564	18011
P39566	P39566	11605
P39703	P39703	23740
P39710	P39710	12113
P39711	P39711	11004
P39725	P39725	11648
P39728	P39728	30457
P39971	P39971	24465
P39972	P39972	13994
P39973	P39973	13062
P39974	P39974	11960
P39977	P39977	12911
P39978	P39978	21721
P39989	P39989	17360
P39992	P39992	78319
P39999	P39999	12209
P40000	P40000	13523
P40001	P40001	14022
P40058	P40058	20484
P40062	P40062	12728
P40076	P40076	12941
P40082	P40082	15421
P40083	P40083	16603
P40101	P40101	35911
P40102	P40102	15395
P40103	P40103	27312
P40104	P40104	14008
P40162	P40162	16674
P40163	P40163	22418
P40166	P40166	11775
P40168	P40168	28321
P40211	P40211	12108
P40323	P40323	18046
P40355	P40355	108427
P40365	P40365	12748
P40448	P40448	13989
P40455	P40455	27201
P40461	P40461	14438
P40488	P40488	11290
P40490	P40490	13493
P40503	P40503	11584
P40519	P40519	15673
P40523	P40523	70733
P40536	P40536	13784
P40538	P40538	16587
P40539	P40539	14952
P40542	P40542	14083
P40551	P40551	13235
P40572	P40572	28882
P40575	P40575	11672
P40584	P40584	13019
P40586	P40586	27422
P40587	P40587	27454
P40588	P40588	7428
P40891	P40891	16970
P40895	P40895	13857
P40896	P40896	35905
P40898	P40898	16822
P43539	P43539	11785
P43540	P43540	20427
P43541	P43541	17473
P43566	P43566	12384
P43576	P43576	13747
P43578	P43578	19301
P43580	P43580	17180
P43599	P43599	41031
P43608	P43608	12457
P43622	P43622	20459
P43625	P43625	17503
P46945	P46945	63276
P46986	P46986	12477
P46987	P46987	69476
P46994	P46994	14007
P47003	P47003	13653
P47004	P47004	11878
P47012	P47012	12374
P47021	P47021	12425
P47022	P47022	25598
P47028	P47028	14154
P47038	P47038	13854
P47053	P47053	29238
P47059	P47059	12378
P47062	P47062	12897
P47063	P47063	15715
P47066	P47066	11533
P47073	P47073	11271
P47078	P47078	12658
P47080	P47080	11857
P47086	P47086	30473
P47091	P47091	13289
P47092	P47092	12281
P47094	P47094	15282
P47105	P47105	14404
P47106	P47106	13020
P47107	P47107	127439
P47121	P47121	13981
P47126	P47126	12597
P47132	P47132	13145
P47151	P47151	13965
P47152	P47152	19049
P47162	P47162	13497
P47184	P47184	13940
P53275	P53275	35685
Q02872	Q02872	19819
P47188	P47188	13383
P48238	P48238	25169
P48568	P48568	32197
P50083	P50083	8246
P50089	P50089	89241
P53054	P53054	20131
P53056	P53056	9030
P53069	P53069	11409
P53071	P53071	19334
P53084	P53084	24153
P53085	P53085	12100
P53092	P53092	16750
P53097	P53097	12000
P53098	P53098	7035
P53103	P53103	12220
P53105	P53105	13679
P53106	P53106	21924
P53110	P53110	41635
P53113	P53113	24082
P53116	P53116	11645
P53122	P53122	40846
P53126	P53126	12228
P53132	P53132	16921
P53133	P53133	30755
P53138	P53138	12435
P53143	P53143	16175
P53151	P53151	14219
P53156	P53156	36390
P53160	P53160	11500
P53161	P53161	13388
P53162	P53162	16084
P53175	P53175	12058
P53181	P53181	12127
P53182	P53182	7549
P53186	P53186	13573
P53190	P53190	12210
P53205	P53205	12409
P53211	P53211	11897
P53213	P53213	11720
P53216	P53216	11711
P53222	P53222	12907
P53225	P53225	12325
P53229	P53229	13645
P53231	P53231	13510
P53232	P53232	12091
P53234	P53234	32200
P53240	P53240	14391
P53245	P53245	13603
P53247	P53247	14066
P53249	P53249	40877
P53263	P53263	17425
P53268	P53268	15399
P53269	P53269	27237
P53274	P53274	25846
P53282	P53282	14462
P53284	P53284	13248
P53291	P53291	13193
P53300	P53300	13612
P53302	P53302	13396
P53307	P53307	13267
P53308	P53308	11925
P53310	P53310	11551
P53321	P53321	16121
P53325	P53325	16077
P53329	P53329	20015
P53340	P53340	8452
P53342	P53342	17314
P53717	P53717	14726
P53719	P53719	23077
P53726	P53726	13725
P53737	P53737	15316
P53754	P53754	31219
P53758	P53758	9740
P53820	P53820	5951
P53821	P53821	9700
P53825	P53825	14855
P53826	P53826	16051
P53827	P53827	13562
P53828	P53828	11442
P53831	P53831	14073
P53837	P53837	14116
P53842	P53842	15510
P53856	P53856	16153
P53864	P53864	16040
P53870	P53870	63917
P53876	P53876	12470
P53880	P53880	17611
P53884	P53884	20959
P53887	P53887	14643
P53888	P53888	14681
P53891	P53891	46177
P53902	P53902	14844
P53906	P53906	11887
P53907	P53907	84202
P53910	P53910	21678
P53922	P53922	17914
P53926	P53926	15042
P53936	P53936	17117
P53948	P53948	11628
P53952	P53952	31437
P53957	P53957	11305
P53963	P53963	69373
P53967	P53967	12445
P53976	P53976	69552
P53977	P53977	12537
P53979	P53979	14973
P53980	P53980	49913
P54007	P54007	41127
P87012	P87012	17817
P87191	P87191	14098
P87261	P87261	21658
P87263	P87263	19855
P87264	P87264	12180
P87266	P87266	21327
P87268	P87268	14613
P87269	P87269	15602
P87270	P87270	14457
P87271	P87271	10691
P87272	P87272	14111
P87273	P87273	12690
P87274	P87274	16916
P87280	P87280	13049
P87281	P87281	11506
P87282	P87282	13616
P87283	P87283	13927
P87285	P87285	10628
P87287	P87287	15540
P87288	P87288	12303
P89495	P89495	12882
P89888	P89888	22796
P90471	P90471	8558
P9WEN8	P9WEN8	5872
P9WEN9	P9WEN9	5872
Q02217	Q02217	22705
Q02590	Q02590	8146
Q02598	Q02598	11664
Q02659	Q02659	20609
Q02749	Q02749	33098
Q02826	Q02826	12464
Q02831	Q02831	27469
Q03051	Q03051	11349
Q03057	Q03057	15912
Q03080	Q03080	36115
Q03083	Q03083	18904
Q03186	Q03186	14510
Q03205	Q03205	23249
Q03207	Q03207	14473
Q03208	Q03208	40060
Q03231	Q03231	17602
Q03236	Q03236	50288
Q03418	Q03418	18825
Q03480	Q03480	15418
Q03675	Q03675	14530
Q03695	Q03695	35018
Q03703	Q03703	38023
Q03722	Q03722	76138
Q03759	Q03759	12339
Q03787	Q03787	43790
Q03788	Q03788	10499
Q03831	Q03831	15189
Q03864	Q03864	12700
Q03879	Q03879	14146
Q03884	Q03884	13148
Q03885	Q03885	22888
Q03886	Q03886	8971
Q03888	Q03888	27550
Q03904	Q03904	12882
Q04019	Q04019	23194
Q04069	Q04069	12390
Q04203	Q04203	9904
Q04223	Q04223	35278
Q04276	Q04276	14090
Q04434	Q04434	18557
Q04436	Q04436	13266
Q04501	Q04501	15034
Q04502	Q04502	14167
Q04521	Q04521	12030
Q04526	Q04526	47350
Q04597	Q04597	11963
Q04674	Q04674	14293
Q04814	Q04814	15635
Q04838	Q04838	11816
Q04893	Q04893	113181
Q04897	Q04897	11817
Q04898	Q04898	11622
Q04909	Q04909	8984
Q04923	Q04923	11171
Q04978	Q04978	23943
Q05451	Q05451	6578
Q05503	Q05503	11544
Q05510	Q05510	17500
Q05530	Q05530	13422
Q05612	Q05612	11913
Q05898	Q05898	12180
Q06051	Q06051	18514
Q06057	Q06057	6937
Q06127	Q06127	14330
Q06150	Q06150	66344
Q06267	Q06267	13564
Q06594	Q06594	11893
Q06695	Q06695	14716
Q06813	Q06813	42594
Q06821	Q06821	50835
Q07074	Q07074	8384
Q07355	Q07355	14094
Q07410	Q07410	15985
Q07435	Q07435	12165
Q07438	Q07438	13602
Q07509	Q07509	19693
Q07613	Q07613	12806
Q07649	Q07649	20261
Q07658	Q07658	24163
Q07738	Q07738	13494
Q07746	Q07746	13255
Q07790	Q07790	14752
Q07811	Q07811	11749
Q07865	Q07865	14349
Q07880	Q07880	16870
Q07881	Q07881	14843
Q07927	Q07927	12079
Q07967	Q07967	29985
Q07978	Q07978	21846
Q07989	Q07989	12261
Q08018	Q08018	15848
Q08027	Q08027	15766
Q08110	Q08110	13917
Q08118	Q08118	67689
Q08172	Q08172	20110
Q08187	Q08187	22429
Q08205	Q08205	13253
Q08207	Q08207	11676
Q08216	Q08216	24106
Q08222	Q08222	11284
Q08241	Q08241	13442
Q08259	Q08259	12270
Q08270	Q08270	12423
Q08293	Q08293	11783
Q08321	Q08321	13497
Q08373	Q08373	12936
Q08411	Q08411	15182
Q08419	Q08419	12358
Q08428	Q08428	15256
Q08439	Q08439	15640
Q08486	Q08486	12140
Q08503	Q08503	13287
Q08504	Q08504	12335
Q08521	Q08521	12384
Q08532	Q08532	13598
Q08533	Q08533	10736
Q08540	Q08540	18712
Q08543	Q08543	11578
Q08604	Q08604	13225
Q08620	Q08620	14669
Q08621	Q08621	14191
Q08681	Q08681	11103
Q08728	Q08728	15237
Q08734	Q08734	15195
Q08736	Q08736	10480
Q08741	Q08741	12155
Q08756	Q08756	12216
Q08789	Q08789	16207
Q08811	Q08811	12868
Q08842	Q08842	14772
Q08872	Q08872	13097
Q08903	Q08903	13282
Q08909	Q08909	34064
Q08915	Q08915	16944
Q08916	Q08916	11425
Q08922	Q08922	13208
Q08927	Q08927	15796
Q08953	Q08953	15934
Q08976	Q08976	11841
Q08984	Q08984	59389
Q08990	Q08990	11421
Q08994	Q08994	11766
Q12023	Q12023	11616
Q12047	Q12047	11987
Q12058	Q12058	11349
Q12070	Q12070	11872
Q12077	Q12077	12569
Q12110	Q12110	49493
Q12111	Q12111	12311
Q12115	Q12115	11371
Q12130	Q12130	15919
Q12135	Q12135	17565
Q12138	Q12138	15199
Q12140	Q12140	34796
Q12147	Q12147	11389
Q12148	Q12148	10751
Q12169	Q12169	13874
Q12174	Q12174	12739
Q12187	Q12187	12905
Q12195	Q12195	8892
Q12210	Q12210	12725
Q12219	Q12219	34975
Q12225	Q12225	12688
Q12240	Q12240	15182
Q12243	Q12243	12921
Q12249	Q12249	16010
Q12261	Q12261	16877
Q12264	Q12264	11431
Q12274	Q12274	19401
Q12281	Q12281	11521
Q12307	Q12307	13734
Q12312	Q12312	14363
Q12327	Q12327	13157
Q12336	Q12336	19283
Q12351	Q12351	15482
Q12352	Q12352	11971
Q12394	Q12394	13682
Q12426	Q12426	12694
Q12444	Q12444	16294
Q12448	Q12448	12919
Q12484	Q12484	12176
Q12492	Q12492	15661
Q12496	Q12496	118392
Q12506	Q12506	12524
Q12528	Q12528	12655
Q12531	Q12531	27775
Q12744	Q12744	15007
Q2V2P0	Q2V2P0	9249
Q2V2P1	Q2V2P1	7078
Q2V2P6	Q2V2P6	9624
Q2V2P7	Q2V2P7	9103
Q2V2Q0	Q2V2Q0	9633
Q2V2Q3	Q2V2Q3	7718
Q35811	Q35811	5849
Q3E732	Q3E732	4521
Q3E735	Q3E735	9779
Q3E736	Q3E736	9036
Q3E737	Q3E737	5049
Q3E739	Q3E739	7680
Q3E740	Q3E740	8690
Q3E741	Q3E741	3447
Q3E742	Q3E742	7999
Q3E743	Q3E743	12481
Q3E744	Q3E744	10027
Q3E746	Q3E746	5985
Q3E750	Q3E750	6994
Q3E751	Q3E751	10112
Q3E755	Q3E755	6460
Q3E758	Q3E758	5096
Q3E760	Q3E760	11259
Q3E762	Q3E762	7615
Q3E763	Q3E763	7667
Q3E765	Q3E765	8358
Q3E766	Q3E766	7309
Q3E767	Q3E767	5315
Q3E771	Q3E771	7163
Q3E774	Q3E774	5091
Q3E775	Q3E775	1976
Q3E776	Q3E776	13741
Q3E778	Q3E778	3925
Q3E781	Q3E781	4086
Q3E782	Q3E782	5152
Q3E786	Q3E786	7827
Q3E787	Q3E787	6297
Q3E789	Q3E789	5589
Q3E791	Q3E791	11308
Q3E794	Q3E794	6143
Q3E795	Q3E795	11050
Q3E796	Q3E796	7673
Q3E7A0	Q3E7A0	4678
Q3E7A2	Q3E7A2	6263
Q3E7A5	Q3E7A5	6999
Q3E7A6	Q3E7A6	4411
Q3E7B3	Q3E7B3	7756
Q3E7B4	Q3E7B4	7679
Q3E7B5	Q3E7B5	7276
Q3E7Y7	Q3E7Y7	6124
Q3E7Y8	Q3E7Y8	5203
Q3E7Y9	Q3E7Y9	7032
Q3E7Z0	Q3E7Z0	7208
Q3E7Z1	Q3E7Z1	7681
Q3E7Z2	Q3E7Z2	9933
Q3E7Z3	Q3E7Z3	5218
Q3E7Z4	Q3E7Z4	6308
Q3E7Z5	Q3E7Z5	7729
Q3E7Z6	Q3E7Z6	3200
Q3E7Z7	Q3E7Z7	4843
Q3E7Z8	Q3E7Z8	10612
Q3E7Z9	Q3E7Z9	3621
Q3E801	Q3E801	3144
Q3E802	Q3E802	4209
Q3E804	Q3E804	6702
Q3E805	Q3E805	6214
Q3E806	Q3E806	7832
Q3E807	Q3E807	8638
Q3E809	Q3E809	6103
Q3E810	Q3E810	6559
Q3E813	Q3E813	6045
Q3E814	Q3E814	6752
Q3E815	Q3E815	5710
Q3E816	Q3E816	8028
Q3E817	Q3E817	7583
Q3E818	Q3E818	6129
Q3E819	Q3E819	7266
Q3E820	Q3E820	6255
Q99248	Q99248	83366
Q3E821	Q3E821	9481
Q3E825	Q3E825	9633
Q3E826	Q3E826	8858
Q3E832	Q3E832	6133
Q3E837	Q3E837	4551
Q3E838	Q3E838	3377
Q3E843	Q3E843	5280
Q45U18	Q45U18	7598
Q45U48	Q45U48	8362
Q6B0R2	Q6B0R2	15360
Q6B0R7	Q6B0R7	11702
Q6B0V7	Q6B0V7	7227
Q6B0W0	Q6B0W0	12948
Q6B0W2	Q6B0W2	12184
Q6B0X1	Q6B0X1	20384
Q6B0Y1	Q6B0Y1	16730
Q6B0Y5	Q6B0Y5	4728
Q6B0Y6	Q6B0Y6	14509
Q6B0Y7	Q6B0Y7	14033
Q6B0Y8	Q6B0Y8	13414
Q6B0Z2	Q6B0Z2	11308
Q6B108	Q6B108	11856
Q6B113	Q6B113	4053
Q6B2I9	Q6B2I9	12629
Q6Q571	Q6Q571	13395
Q6Q572	Q6Q572	11879
Q6Q5F3	Q6Q5F3	17519
Q7LIF1	Q7LIF1	12342
Q7LIF2	Q7LIF2	12689
Q8J0M4	Q8J0M4	15588
Q8TGJ0	Q8TGJ0	6311
Q8TGJ1	Q8TGJ1	5952
Q8TGJ2	Q8TGJ2	3367
Q8TGJ4	Q8TGJ4	4191
Q8TGJ7	Q8TGJ7	6411
Q8TGJ8	Q8TGJ8	7936
Q8TGK0	Q8TGK0	11600
Q8TGK1	Q8TGK1	11184
Q8TGK4	Q8TGK4	8407
Q8TGK6	Q8TGK6	8759
Q8TGK7	Q8TGK7	9656
Q8TGK8	Q8TGK8	10355
Q8TGK9	Q8TGK9	5998
Q8TGL0	Q8TGL0	9136
Q8TGL1	Q8TGL1	3325
Q8TGL2	Q8TGL2	7946
Q8TGL3	Q8TGL3	7456
Q8TGL4	Q8TGL4	9893
Q8TGL5	Q8TGL5	3061
Q8TGL6	Q8TGL6	7936
Q8TGL7	Q8TGL7	3413
Q8TGL8	Q8TGL8	5896
Q8TGL9	Q8TGL9	3053
Q8TGM0	Q8TGM0	4258
Q8TGM1	Q8TGM1	3658
Q8TGM2	Q8TGM2	4735
Q8TGM3	Q8TGM3	3523
Q8TGM4	Q8TGM4	4942
Q8TGM5	Q8TGM5	7789
Q8TGM8	Q8TGM8	3540
Q8TGM9	Q8TGM9	10073
Q8TGN0	Q8TGN0	4232
Q8TGN1	Q8TGN1	5765
Q8TGN2	Q8TGN2	8685
Q8TGN3	Q8TGN3	3078
Q8TGN4	Q8TGN4	10501
Q8TGN5	Q8TGN5	5935
Q8TGN6	Q8TGN6	23717
Q8TGN7	Q8TGN7	8278
Q8TGN8	Q8TGN8	3155
Q8TGP0	Q8TGP0	5343
Q8TGP1	Q8TGP1	8264
Q8TGP2	Q8TGP2	7439
Q8TGP3	Q8TGP3	3449
Q8TGP4	Q8TGP4	6690
Q8TGP5	Q8TGP5	6861
Q8TGP6	Q8TGP6	5087
Q8TGP7	Q8TGP7	4068
Q8TGP8	Q8TGP8	16381
Q8TGP9	Q8TGP9	6409
Q8TGQ0	Q8TGQ0	8982
Q8TGQ1	Q8TGQ1	7510
Q8TGQ2	Q8TGQ2	12711
Q8TGQ3	Q8TGQ3	4380
Q8TGQ4	Q8TGQ4	3562
Q8TGQ5	Q8TGQ5	3679
Q8TGQ6	Q8TGQ6	5640
Q8TGQ7	Q8TGQ7	3584
Q8TGQ8	Q8TGQ8	8037
Q8TGQ9	Q8TGQ9	3350
Q8TGR0	Q8TGR0	7918
Q8TGR1	Q8TGR1	3987
Q8TGR2	Q8TGR2	11341
Q8TGR3	Q8TGR3	8775
Q8TGR4	Q8TGR4	5208
Q8TGR5	Q8TGR5	11238
Q8TGR6	Q8TGR6	4661
Q8TGR7	Q8TGR7	4417
Q8TGR8	Q8TGR8	35789
Q8TGR9	Q8TGR9	3838
Q8TGS0	Q8TGS0	5428
Q8TGS1	Q8TGS1	7709
Q8TGS2	Q8TGS2	5710
Q8TGS4	Q8TGS4	4054
Q8TGS5	Q8TGS5	4109
Q8TGS6	Q8TGS6	3101
Q8TGS7	Q8TGS7	3091
Q8TGS8	Q8TGS8	7228
Q8TGS9	Q8TGS9	8710
Q8TGT0	Q8TGT0	6247
Q8TGT1	Q8TGT1	5810
Q8TGT2	Q8TGT2	5988
Q8TGT3	Q8TGT3	4015
Q8TGT4	Q8TGT4	8926
Q8TGT5	Q8TGT5	4392
Q8TGT6	Q8TGT6	3505
Q8TGT7	Q8TGT7	4538
Q8TGT8	Q8TGT8	3395
Q8TGT9	Q8TGT9	6050
Q8TGU0	Q8TGU0	3169
Q8TGU1	Q8TGU1	5305
Q8TGU2	Q8TGU2	9953
Q8TGU3	Q8TGU3	3764
Q8TGU4	Q8TGU4	6467
Q8TGU6	Q8TGU6	7379
Q8TGU8	Q8TGU8	3853
Q8TGV0	Q8TGV0	3320
Q96VG5	Q96VG5	7729
Q96VG6	Q96VG6	10550
Q96VG8	Q96VG8	4826
Q96VH1	Q96VH1	9467
Q96VH2	Q96VH2	9572
Q96VH3	Q96VH3	14614
Q99296	Q99296	82799
Q99318	Q99318	11624
Q99339	Q99339	13487
Q99345	Q99345	12781
Q99395	Q99395	23260
Q99401	Q99401	13704
Q9ZZV8	Q9ZZV8	5912
Q9ZZW1	Q9ZZW1	16269
Q9ZZW2	Q9ZZW2	14136
Q9ZZW3	Q9ZZW3	5940
Q9ZZW4	Q9ZZW4	6868
Q9ZZX7	Q9ZZX7	12471
Q9ZZX8	Q9ZZX8	6271
Q9ZZX9	Q9ZZX9	15628
