accession	input_id	cc_subunit
P10080	P10080	SUBUNIT: Associated with snR10 and snR11 small nuclear RNAs.
P10081	P10081	SUBUNIT: Component of the eIF4F complex, which composition varies with external and internal environmental conditions. It is composed of at least eIF4A (TIF1/TIF2), eIF4E (TIF45) and eIF4G (TIF4631 or TIF4632) (By similarity). Interacts with eIF4G1/TIF4631 and eIF4G2/TIF4632. {ECO:0000250, ECO:0000269|PubMed:10409745, ECO:0000269|PubMed:10480875}.
P10127	P10127	SUBUNIT: Homodimer. {ECO:0000269|PubMed:3282541}.
P10174	P10174	SUBUNIT: Component of the cytochrome c oxidase (complex IV, CIV), a multisubunit enzyme composed of 12 subunits. The complex is composed of a catalytic core of 3 subunits COX1, COX2 and COX3, encoded in the mitochondrial DNA, and 9 supernumerary subunits COX4, COX5A (or COX5B), COX6, COX7, COX8, COX9, COX12, COX13 and COX26, which are encoded in the nuclear genome (PubMed:30598554, PubMed:30598556, PubMed:7851399). The complex exists as a monomer or a dimer and forms supercomplexes (SCs) in the inner mitochondrial membrane with a dimer of ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII), resulting in 2 different assemblies (supercomplexes III(2)IV and III(2)IV(2)) (PubMed:10764779, PubMed:10775262, PubMed:30598554, PubMed:30598556). {ECO:0000269|PubMed:10764779, ECO:0000269|PubMed:10775262, ECO:0000269|PubMed:30598554, ECO:0000269|PubMed:30598556, ECO:0000269|PubMed:7851399}.
P10363	P10363	SUBUNIT: DNA polymerase alpha:primase is a four subunit enzyme complex, which is assembled throughout the cell cycle, and consists of the two DNA polymerase subunits A POL1 and B POL12, and the DNA primase large PRI2 and small PRI1 subunits. {ECO:0000269|PubMed:3061469}.
P10507	P10507	SUBUNIT: Heterodimer of MAS2 (alpha) and MAS1 (beta) subunits, forming the mitochondrial processing protease (MPP) in which MAS2 is involved in substrate recognition and binding and MAS1 is the catalytic subunit. {ECO:0000269|PubMed:11470436, ECO:0000269|PubMed:9299349}.
P10591	P10591	SUBUNIT: Binds human HTN3/histatin-5, a peptide from saliva, and mediates its fungicidal activity. Interacts with polyadenylate-binding protein PAB1 and Hsp70 chaperone SSA1 on translating ribosomes. Interacts with NAP1. {ECO:0000269|PubMed:11279042, ECO:0000269|PubMed:12761219, ECO:0000269|PubMed:18086883}.
P10592	P10592	SUBUNIT: Binds human HTN3/histatin-5, a peptide from saliva, and mediates its fungicidal activity. Interacts with NAP1. {ECO:0000269|PubMed:12761219, ECO:0000269|PubMed:18086883}.
P10614	P10614	SUBUNIT: Interacts with ERG28. {ECO:0000269|PubMed:15995173}.
P10622	P10622	SUBUNIT: Component of the large ribosomal subunit (LSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes) (PubMed:22096102, PubMed:9559554). The 5 acidic ribosomal P-proteins form the stalk structure of the 60S subunit. They are organized as a pentameric complex in which uL10/P0 interacts with 2 heterodimers, P1A-P2B and P1B-P2A (PubMed:11431471, PubMed:16573688). {ECO:0000269|PubMed:11431471, ECO:0000269|PubMed:16573688, ECO:0000269|PubMed:22096102, ECO:0000305|PubMed:9559554}.
P10659	P10659	SUBUNIT: Heterotetramer.
P10664	P10664	SUBUNIT: Component of the large ribosomal subunit (LSU). Mature yeast ribosomes consist of a small (40S) and a large (60S) subunit. The 40S small subunit contains 1 molecule of ribosomal RNA (18S rRNA) and 33 different proteins (encoded by 57 genes). The large 60S subunit contains 3 rRNA molecules (25S, 5.8S and 5S rRNA) and 46 different proteins (encoded by 81 genes). uL4 is associated with the polypeptide exit tunnel (PubMed:22096102, PubMed:9559554). uL4 interacts with its chaperone ACL4 and the nuclear import receptor KAP104 (PubMed:25936803). {ECO:0000269|PubMed:22096102, ECO:0000269|PubMed:25936803, ECO:0000305|PubMed:9559554}.
P10823	P10823	SUBUNIT: G proteins are composed of 3 units; alpha, beta and gamma. The alpha chain contains the guanine nucleotide binding site. GPA2 interacts with the kelch repeat beta-mimic proteins GPB1 and GPB2 and with the gamma subunit GPG1. Interacts with the G protein coupled receptor GPR1. Interacts also with regulators of G protein signaling (RGS) protein RGS2. {ECO:0000269|PubMed:10523302, ECO:0000269|PubMed:12150916, ECO:0000269|PubMed:16030250}.
P10862	P10862	SUBUNIT: Homodimer. Interacts with E2 UBC2, forming a complex with ubiquitin ligase activity. The UBC2-RAD18 complex interacts itself with the UBC13-MMS2 ubiquitin ligase complex through direct interactions of both RAD18 and UBC13 with RAD5. Interacts also with UBC9. Binds single strand DNA. {ECO:0000269|PubMed:10880451, ECO:0000269|PubMed:12226657, ECO:0000269|PubMed:7926769, ECO:0000269|PubMed:9287349}.
P10863	P10863	NA
P10870	P10870	NA
P10961	P10961	SUBUNIT: Homotrimer (PubMed:8175654). Homotrimerization increases the affinity of HSF1 to DNA (PubMed:8175654). {ECO:0000269|PubMed:8175654}.
P10962	P10962	NA
P10964	P10964	SUBUNIT: Component of the RNA polymerase I (Pol I) complex consisting of 14 subunits: RPA135, RPA190, RPC40, RPA14, RPB5, RPO26, RPA43, RPB8, RPA12, RPB10, RPC19, RPC10, RPA49 and RPA34. The complex is composed of a horseshoe-shaped core containing ten subunits (RPA135, RPA190, RPB5, RPO26, RPB8, RPB10, RPC10, RPA12, RPC19 and RPC40) where RPA135 and RPA190 form the DNA-binding cleft. Outside of the core, RPA14 and RPA43 form the stalk that mediates interactions with transcription initiation factors and newly synthesized RNA. {ECO:0000269|PubMed:11717393, ECO:0000269|PubMed:11918799, ECO:0000269|PubMed:12407181, ECO:0000269|PubMed:18160037, ECO:0000269|PubMed:24153182, ECO:0000269|PubMed:24153184}.
P11075	P11075	NA
P11076	P11076	SUBUNIT: Interacts with RUD3 (PubMed:15356266, PubMed:15504911, PubMed:19141284, PubMed:20601958). Interacts with VPS13 (via C-terminal part); the interaction is direct (PubMed:34830155). {ECO:0000269|PubMed:15356266, ECO:0000269|PubMed:15504911, ECO:0000269|PubMed:19141284, ECO:0000269|PubMed:20601958, ECO:0000269|PubMed:34830155}.
P11154	P11154	SUBUNIT: Homotetramer.
P11325	P11325	NA
P11353	P11353	SUBUNIT: Homodimer. {ECO:0000269|PubMed:15194705, ECO:0000269|PubMed:3516695}.
P11412	P11412	NA
P11433	P11433	SUBUNIT: Interacts with AXL2. {ECO:0000269|PubMed:17460121}.
P11484	P11484	SUBUNIT: Binds to ribosomes (PubMed:1394434, PubMed:27917864, PubMed:9670014). Binds close to the ribosomal tunnel exit via contacts with both ribosomal proteins RPL35, RPL39 and RPL19, and rRNA (PubMed:27882919). Directly interacts with nascent polypeptides. This interaction is dependent on the ribosome-associated complex (RAC) (PubMed:11929994, PubMed:23332755). Interacts with SSE1 (PubMed:16219770, PubMed:16221677, PubMed:23332755). Interacts with FES1 (PubMed:17132105). Interacts with NAP1 (PubMed:18086883). {ECO:0000269|PubMed:11929994, ECO:0000269|PubMed:1394434, ECO:0000269|PubMed:16219770, ECO:0000269|PubMed:16221677, ECO:0000269|PubMed:17132105, ECO:0000269|PubMed:18086883, ECO:0000269|PubMed:23332755, ECO:0000269|PubMed:27882919, ECO:0000269|PubMed:27917864, ECO:0000269|PubMed:9670014}.
P11491	P11491	NA
P11632	P11632	SUBUNIT: Weakly associates with the stable SPT16-POB3 heterodimer to form the FACT (yFACT or SNP) complex, which is associated with nucleosomes. Multiple molecules of NHP6 (NHP6A and/or NHP6B) are required to recruit the SPT16-POB3 heterodimer to DNA. {ECO:0000269|PubMed:10228169, ECO:0000269|PubMed:12381320}.
P11633	P11633	SUBUNIT: Weakly associates with the stable SPT16-POB3 heterodimer to form the FACT (yFACT or SNP) complex, which is associated with nucleosomes. Multiple molecules of NHP6 (NHP6A and/or NHP6B) are required to recruit the SPT16-POB3 heterodimer to DNA.
P11655	P11655	NA
P11709	P11709	NA
P11710	P11710	NA
P11745	P11745	NA
P11746	P11746	SUBUNIT: Homodimer. Binds DNA with a high specificity in complex with mating-type protein ALPHA1. Also binds DNA with a high specificity as a heterotetramer consisting of an ALPHA2 dimer and an MCM1 dimer. Interacts with YHP1 and YOX1, possibly leading to its inactivation. Interacts with ARG80 and ARG82. {ECO:0000269|PubMed:10632874, ECO:0000269|PubMed:12464633, ECO:0000269|PubMed:1756728, ECO:0000269|PubMed:8628280, ECO:0000269|PubMed:9490409}.
P11747	P11747	SUBUNIT: In TFIID, TAF13 heterodimerizes with TAF11, but they do not seem to form a heterotetramer like TAF6/TAF9. The 1.2 MDa TFIID complex is composed of TATA binding protein (TBP) and the 14 TBP-associated factors. One copy of each TAF1, TAF2, TAF3, TAF7, TAF8, TAF11, TAF13, two copies of each TAF4, TAF5, TAF6, TAF9, TAF10, TAF12, and three copies of TAF14. {ECO:0000269|PubMed:10788514}.
P11792	P11792	NA
P11914	P11914	SUBUNIT: Heterodimer of MAS2 (alpha) and MAS1 (beta) subunits, forming the mitochondrial processing protease (MPP) in which MAS2 is involved in substrate recognition and binding and MAS1 is the catalytic subunit. {ECO:0000269|PubMed:11470436, ECO:0000269|PubMed:9299349}.
P11938	P11938	SUBUNIT: Interacts (via C-terminus) with RIF1 (PubMed:7867933). Interacts (via C-terminus) with SIR3 (PubMed:7867933). Interacts (via C-terminus) with SIR4 (PubMed:7867933). Interacts with a GCR1 homodimer (PubMed:8508768). {ECO:0000269|PubMed:7867933, ECO:0000269|PubMed:8508768}.
P11972	P11972	NA
P11978	P11978	SUBUNIT: Homodimer (PubMed:12791253). Interacts with MPS3 (PubMed:18039933). Interacts with RIS1 (PubMed:9271422). Interacts with SIR1, SIR2 and SIR3 (PubMed:11722841). Interacts with YKU80 (PubMed:14551211). Interacts with UBP10 (PubMed:10490600, PubMed:26149687). Interacts with RAP1 (via C-terminus) (PubMed:7867933). {ECO:0000269|PubMed:10490600, ECO:0000269|PubMed:14551211, ECO:0000269|PubMed:18039933, ECO:0000269|PubMed:26149687, ECO:0000269|PubMed:7867933, ECO:0000269|PubMed:9271422, ECO:0000303|PubMed:11722841}.
P11986	P11986	SUBUNIT: Homotetramer. {ECO:0000269|PubMed:11779862, ECO:0000269|PubMed:12836703}.
P12383	P12383	NA
P12385	P12385	SUBUNIT: Component of the eRF1-eRF3-GTP ternary complex, composed of SUP45/eRF1, SUP35/eRF3 and GTP (PubMed:7556078). Interacts with TPA1 (PubMed:16809762). {ECO:0000269|PubMed:16809762, ECO:0000269|PubMed:7556078}.
P12611	P12611	SUBUNIT: Interacts with MSN2 and PSR1. {ECO:0000269|PubMed:12090248}.
P12630	P12630	NA
P12683	P12683	NA
P12684	P12684	NA
P12688	P12688	NA
P12689	P12689	SUBUNIT: Interacts with REV7. {ECO:0000269|PubMed:18242152}.
P12695	P12695	SUBUNIT: Eukaryotic pyruvate dehydrogenase (PDH) complexes are organized as a core consisting of the oligomeric dihydrolipoamide acetyl-transferase (E2), around which are arranged multiple copies of pyruvate dehydrogenase (E1), dihydrolipoamide dehydrogenase (E3) and protein X (E3BP) bound by non-covalent bonds. {ECO:0000269|PubMed:7030741}.
P12709	P12709	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:P06744}.
P12753	P12753	SUBUNIT: Component of the MRN complex composed of two heterodimers RAD50 and MRE11 associated with a single XRS2 (PubMed:23080121, PubMed:35501303, PubMed:9845372). The MRN complexes dimerize on DNA to form joined MRN-MRN oligomers required for DNA double-strand break repair (PubMed:35501303). {ECO:0000269|PubMed:23080121, ECO:0000269|PubMed:35501303, ECO:0000269|PubMed:9845372}.
P12754	P12754	SUBUNIT: Component of the translation initiation factor 2B (eIF2B) complex which is a heterodecamer of two sets of five different subunits: alpha, beta, gamma, delta and epsilon. Subunits alpha, beta and delta comprise a regulatory subcomplex and subunits epsilon and gamma comprise a catalytic subcomplex (PubMed:8506384, PubMed:9472020). Within the complex, the hexameric regulatory complex resides at the center, with the two heterodimeric catalytic subcomplexes bound on opposite sides (By similarity). {ECO:0000250|UniProtKB:Q09924, ECO:0000269|PubMed:8506384, ECO:0000269|PubMed:9472020}.
P12866	P12866	NA
P12868	P12868	SUBUNIT: Component of the homotypic vacuole fusion and vacuole protein sorting (HOPS) complex, which is composed of a core of the 4 class C Vps proteins PEP5/VPS11, PEP3/VPS18, VPS16, VPS33 associated to VAM6/VPS39 and VPS41/VAM2. HOPS associates with phosphoinositides and the PX domain of VAM7. Component of the class C core vacuole/endosome tethering (CORVET) complex, which is composed of a core of the 4 class C Vps proteins PEP5/VPS11, PEP3/VPS18, VPS16, VPS33 associated to VPS3/PEP6 and VPS8. Interacts with PEP3, PEP7 and VAM7. Interacts with the E2 ubiquitin-conjugating enzyme UBC4 and histones H3 and H4. {ECO:0000269|PubMed:10944212, ECO:0000269|PubMed:10978279, ECO:0000269|PubMed:16601699, ECO:0000269|PubMed:17488625, ECO:0000269|PubMed:22570702}.
P12904	P12904	SUBUNIT: AMPK is a heterotrimer of an alpha catalytic subunit (SNF1), a beta (SIP1, SIP2 or GAL83) and a gamma non-catalytic subunits (SNF4). Note=Interaction between SNF1 and SNF4 is inhibited by high levels of glucose. {ECO:0000269|PubMed:12393914, ECO:0000269|PubMed:16847059, ECO:0000269|PubMed:17851534}.
P12945	P12945	SUBUNIT: Component of the N-terminal acetyltransferase A (NatA) complex, which is composed of ARD1, NAT1 and NAT5. Can self-associate. NAT1 associates with the nascent polypeptide chain and the ribosome. {ECO:0000269|PubMed:14517307}.
P12954	P12954	NA
P12962	P12962	SUBUNIT: Interacts with TIF45. {ECO:0000269|PubMed:10848587, ECO:0000269|PubMed:12406227, ECO:0000269|PubMed:1400427, ECO:0000269|PubMed:9118949, ECO:0000269|PubMed:9707439}.
P13099	P13099	SUBUNIT: Forms a complex with SGS1 and RMI1. Interacts with SGS1. {ECO:0000269|PubMed:15889139, ECO:0000269|PubMed:15899853}.
P13134	P13134	NA
P13185	P13185	SUBUNIT: Interacts with SEC9 and SRO7. {ECO:0000269|PubMed:15563607}.
P13186	P13186	SUBUNIT: Interacts with SEC9 and SRO7. {ECO:0000269|PubMed:15563607}.
P13259	P13259	NA
P13365	P13365	NA
P13382	P13382	SUBUNIT: DNA polymerase alpha:primase is a four subunit enzyme complex, which is assembled throughout the cell cycle, and consists of the two DNA polymerase subunits A POL1 and B POL12, and the DNA primase large PRI2 and small PRI1 subunits (PubMed:3061469). Subunit B POL12 binds to subunit A POL1 (PubMed:19494830). POL1 interacts with CDC13, POB3, SPT16 and MCM10 (PubMed:10898792, PubMed:16675460, PubMed:8621497, PubMed:9199353). {ECO:0000269|PubMed:10898792, ECO:0000269|PubMed:16675460, ECO:0000269|PubMed:19494830, ECO:0000269|PubMed:3061469, ECO:0000269|PubMed:8621497, ECO:0000269|PubMed:9199353}.
P13393	P13393	SUBUNIT: Binds DNA as monomer. The 1.2 MDa TFIID complex is composed of TATA binding protein (TBP) and the 14 TBP-associated factors. One copy of each TAF1, TAF2, TAF3, TAF7, TAF8, TAF11, TAF13, two copies of each TAF4, TAF5, TAF6, TAF9, TAF10, TAF12, and three copies of TAF14. Interacts with TFC8. {ECO:0000269|PubMed:12660736, ECO:0000269|PubMed:17052456}.
P13433	P13433	NA
P13517	P13517	SUBUNIT: Component of the F-actin capping complex, composed of a heterodimer of an alpha and a beta subunit (PubMed:1315784, PubMed:38088874). Interacts with BSP1 (via C-terminus); leading to recruitment of the F-actin capping complex to actin cortical patches and the acomyosin contractile ring (PubMed:38088874). {ECO:0000269|PubMed:1315784, ECO:0000269|PubMed:38088874}.
P13574	P13574	SUBUNIT: Interacts with mating-type protein ALPHA1. {ECO:0000269|PubMed:8339934}.
P13586	P13586	NA
P13587	P13587	NA
P13663	P13663	SUBUNIT: Homodimer.
P13712	P13712	SUBUNIT: Interacts with protein kinase NPR1 (PubMed:11238915). Component of chromatin assembly factor 1 (CAF-1), which is composed of MSI1/p50, CAC2/p60 and CAC1/p90 (PubMed:11238915). Interacts with RTT106 (PubMed:19683497). {ECO:0000269|PubMed:11238915, ECO:0000269|PubMed:19683497}.
P13856	P13856	NA
P14020	P14020	SUBUNIT: Interacts with the C-terminus of SAC1, thereby sequestering it to the endoplasmic reticulum in exponentially growing cells. Under nutrient limitation conditions, this interaction is rapidly abolished. {ECO:0000269|PubMed:15657391}.
